chr start stop ROI
13929852 15 76104151 76104300 ID_31794
13929853 15 76104301 76104450 ID_31795
13929858 15 76105051 76105200 ID_31796
13929859 15 76105201 76105350 ID_31797
13929860 15 76105351 76105500 ID_31798
13929861 15 76105501 76105650 ID_31799
13929862 15 76105651 76105800 ID_31800
13930306 15 76172251 76172400 ID_31801
13930307 15 76172401 76172550 ID_31802
13930308 15 76172551 76172700 ID_31803
13930311 15 76173001 76173150 ID_31804
13930312 15 76173151 76173300 ID_31805
13930313 15 76173301 76173450 ID_31806
13930319 15 76174201 76174350 ID_31807
13930320 15 76174351 76174500 ID_31808
13930321 15 76174501 76174650 ID_31809
13930322 15 76174651 76174800 ID_31810
13930323 15 76174801 76174950 ID_31811
13930336 15 76176751 76176900 ID_31812
13930337 15 76176901 76177050 ID_31813
13932300 15 76471351 76471500 ID_31814
13932337 15 76476901 76477050 ID_31815
13932670 15 76526851 76527000 ID_31816
13932906 15 76562251 76562400 ID_31817
13932907 15 76562401 76562550 ID_31818
13932908 15 76562551 76562700 ID_31819
13933070 15 76586851 76587000 ID_31820
13933207 15 76607401 76607550 ID_31821
13933421 15 76639501 76639650 ID_31822
13933621 15 76669501 76669650 ID_31823
13933629 15 76670701 76670850 ID_31824
13935094 15 76890451 76890600 ID_31825
13935558 15 76960051 76960200 ID_31826
13935764 15 76990951 76991100 ID_31827
13935765 15 76991101 76991250 ID_31828
13936027 15 77030401 77030550 ID_31829
13936028 15 77030551 77030700 ID_31830
13936454 15 77094451 77094600 ID_31831
13936455 15 77094601 77094750 ID_31832
13936721 15 77134501 77134650 ID_31833
13936722 15 77134651 77134800 ID_31834
13937144 15 77197951 77198100 ID_31835
13937483 15 77248801 77248950 ID_31836
13938127 15 77345401 77345550 ID_31837
13939621 15 77569501 77569650 ID_31838
13939622 15 77569651 77569800 ID_31839
13939623 15 77569801 77569950 ID_31840
13939624 15 77569951 77570100 ID_31841
13940553 15 77709301 77709450 ID_31842
13940554 15 77709451 77709600 ID_31843
13941136 15 77796751 77796900 ID_31844
13941428 15 77840551 77840700 ID_31845
13941429 15 77840701 77840850 ID_31846
13941836 15 77901751 77901900 ID_31847
13941837 15 77901901 77902050 ID_31848
13941838 15 77902051 77902200 ID_31849
13941954 15 77919451 77919600 ID_31850
13941955 15 77919601 77919750 ID_31851
13942882 15 78058651 78058800 ID_31852
13942883 15 78058801 78058950 ID_31853
13942884 15 78058951 78059100 ID_31854
13944234 15 78261451 78261600 ID_31855
13945257 15 78414901 78415050 ID_31856
13945991 15 78525001 78525150 ID_31857
13946088 15 78539551 78539700 ID_31858
13946089 15 78539701 78539850 ID_31859
13946968 15 78671551 78671700 ID_31860
13946969 15 78671701 78671850 ID_31861
13946970 15 78671851 78672000 ID_31862
13946971 15 78672001 78672150 ID_31863
13946978 15 78673051 78673200 ID_31864
13947026 15 78680251 78680400 ID_31865
13947027 15 78680401 78680550 ID_31866
13947416 15 78738751 78738900 ID_31867
13947669 15 78776701 78776850 ID_31868
13948141 15 78847501 78847650 ID_31869
13949029 15 78980701 78980850 ID_31870
13949125 15 78995101 78995250 ID_31871
13949126 15 78995251 78995400 ID_31872
13949719 15 79084201 79084350 ID_31873
13949720 15 79084351 79084500 ID_31874
13949721 15 79084501 79084650 ID_31875
13949886 15 79109251 79109400 ID_31876
13949887 15 79109401 79109550 ID_31877
13950885 15 79259101 79259250 ID_31878
13950886 15 79259251 79259400 ID_31879
13950887 15 79259401 79259550 ID_31880
13951194 15 79305451 79305600 ID_31881
13951195 15 79305601 79305750 ID_31882
13951989 15 79424701 79424850 ID_31883
13951990 15 79424851 79425000 ID_31884
13952391 15 79485001 79485150 ID_31885
13952392 15 79485151 79485300 ID_31886
13952393 15 79485301 79485450 ID_31887
13952394 15 79485451 79485600 ID_31888
13952395 15 79485601 79485750 ID_31889
13952396 15 79485751 79485900 ID_31890
13952655 15 79524601 79524750 ID_31891
13952656 15 79524751 79524900 ID_31892
13953832 15 79701151 79701300 ID_31893
13954137 15 79746901 79747050 ID_31894
13954138 15 79747051 79747200 ID_31895
13954139 15 79747201 79747350 ID_31896
13955376 15 79932751 79932900 ID_31897
13955640 15 79972351 79972500 ID_31898
13955670 15 79976851 79977000 ID_31899
13955683 15 79978801 79978950 ID_31900
13955684 15 79978951 79979100 ID_31901
13956842 15 80152651 80152800 ID_31902
13957251 15 80214001 80214150 ID_31903
13958183 15 80353801 80353950 ID_31904
13960143 15 80647801 80647950 ID_31905
13960144 15 80647951 80648100 ID_31906
13960759 15 80740201 80740350 ID_31907
13961631 15 80871001 80871150 ID_31908
13962173 15 80952301 80952450 ID_31909
13962766 15 81041251 81041400 ID_31910
13963827 15 81200401 81200550 ID_31911
13964295 15 81270601 81270750 ID_31912
13964380 15 81283351 81283500 ID_31913
13965209 15 81407701 81407850 ID_31914
13965210 15 81407851 81408000 ID_31915
13965603 15 81466801 81466950 ID_31916
13965763 15 81490801 81490950 ID_31917
13965765 15 81491101 81491250 ID_31918
13965790 15 81494851 81495000 ID_31919
13965903 15 81511801 81511950 ID_31920
13965904 15 81511951 81512100 ID_31921
13965943 15 81517801 81517950 ID_31922
13965944 15 81517951 81518100 ID_31923
13965945 15 81518101 81518250 ID_31924
13965947 15 81518401 81518550 ID_31925
13966321 15 81574501 81574650 ID_31926
13966804 15 81646951 81647100 ID_31927
13966866 15 81656251 81656400 ID_31928
13966867 15 81656401 81656550 ID_31929
13967254 15 81714451 81714600 ID_31930
13967255 15 81714601 81714750 ID_31931
13967350 15 81728851 81729000 ID_31932
13969047 15 81983401 81983550 ID_31933
13969048 15 81983551 81983700 ID_31934
13969049 15 81983701 81983850 ID_31935
13969244 15 82012951 82013100 ID_31936
13969865 15 82106101 82106250 ID_31937
13969866 15 82106251 82106400 ID_31938
13969879 15 82108201 82108350 ID_31939
13971266 15 82316251 82316400 ID_31940
13971580 15 82363351 82363500 ID_31941
13971581 15 82363501 82363650 ID_31942
13972599 15 82516201 82516350 ID_31943
13972605 15 82517101 82517250 ID_31944
13973135 15 82596601 82596750 ID_31945
13973136 15 82596751 82596900 ID_31946
13973140 15 82597351 82597500 ID_31947
13973141 15 82597501 82597650 ID_31948
13973142 15 82597651 82597800 ID_31949
13973143 15 82597801 82597950 ID_31950
13973191 15 82605001 82605150 ID_31951
13973192 15 82605151 82605300 ID_31952
13973213 15 82608301 82608450 ID_31953
13973214 15 82608451 82608600 ID_31954
13973215 15 82608601 82608750 ID_31955
13973911 15 82713001 82713150 ID_31956
13976292 15 83070151 83070300 ID_31957
13976293 15 83070301 83070450 ID_31958
13977272 15 83217151 83217300 ID_31959
13977273 15 83217301 83217450 ID_31960
13977700 15 83281351 83281500 ID_31961
13977701 15 83281501 83281650 ID_31962
13979109 15 83492701 83492850 ID_31963
13979110 15 83492851 83493000 ID_31964
13979145 15 83498101 83498250 ID_31965
13979736 15 83586751 83586900 ID_31966
13979737 15 83586901 83587050 ID_31967
13980183 15 83653801 83653950 ID_31968
13980337 15 83676901 83677050 ID_31969
13980749 15 83738701 83738850 ID_31970
13980750 15 83738851 83739000 ID_31971
13980880 15 83758351 83758500 ID_31972
13981129 15 83795701 83795850 ID_31973
13981130 15 83795851 83796000 ID_31974
13981723 15 83884801 83884950 ID_31975
13981724 15 83884951 83885100 ID_31976
13982053 15 83934301 83934450 ID_31977
13982055 15 83934601 83934750 ID_31978
13982164 15 83950951 83951100 ID_31979
13982237 15 83961901 83962050 ID_31980
13982238 15 83962051 83962200 ID_31981
13982239 15 83962201 83962350 ID_31982
13982713 15 84033301 84033450 ID_31983
13983482 15 84148651 84148800 ID_31984
13983483 15 84148801 84148950 ID_31985
13983484 15 84148951 84149100 ID_31986
13983485 15 84149101 84149250 ID_31987
13983972 15 84222151 84222300 ID_31988
13984183 15 84253801 84253950 ID_31989
13984983 15 84373801 84373950 ID_31990
13985018 15 84379051 84379200 ID_31991
13985019 15 84379201 84379350 ID_31992
13985273 15 84417301 84417450 ID_31993
13985291 15 84420001 84420150 ID_31994
13986035 15 84531601 84531750 ID_31995
13986036 15 84531751 84531900 ID_31996
13986609 15 84617701 84617850 ID_31997
13986610 15 84617851 84618000 ID_31998
13987155 15 84699601 84699750 ID_31999
13987156 15 84699751 84699900 ID_32000
13987177 15 84702901 84703050 ID_32001
13987178 15 84703051 84703200 ID_32002
13987604 15 84766951 84767100 ID_32003
13987728 15 84785551 84785700 ID_32004
13987729 15 84785701 84785850 ID_32005
13987730 15 84785851 84786000 ID_32006
13988850 15 84953851 84954000 ID_32007
13990048 15 85133551 85133700 ID_32008
13990049 15 85133701 85133850 ID_32009
13990179 15 85153201 85153350 ID_32010
13990184 15 85153951 85154100 ID_32011
13990420 15 85189351 85189500 ID_32012
13991006 15 85277251 85277400 ID_32013
13991330 15 85325851 85326000 ID_32014
13991331 15 85326001 85326150 ID_32015
13991845 15 85403101 85403250 ID_32016
13992419 15 85489201 85489350 ID_32017
13992562 15 85510651 85510800 ID_32018
13992846 15 85553251 85553400 ID_32019
13992847 15 85553401 85553550 ID_32020
13992848 15 85553551 85553700 ID_32021
13993276 15 85617751 85617900 ID_32022
13994230 15 85760851 85761000 ID_32023
13994477 15 85797901 85798050 ID_32024
13994596 15 85815751 85815900 ID_32025
13994832 15 85851151 85851300 ID_32026
13995401 15 85936501 85936650 ID_32027
13995682 15 85978651 85978800 ID_32028
13995683 15 85978801 85978950 ID_32029
13995684 15 85978951 85979100 ID_32030
13996005 15 86027101 86027250 ID_32031
13996006 15 86027251 86027400 ID_32032
13996031 15 86031001 86031150 ID_32033
13996032 15 86031151 86031300 ID_32034
13996033 15 86031301 86031450 ID_32035
13996034 15 86031451 86031600 ID_32036
13996035 15 86031601 86031750 ID_32037
13996265 15 86066101 86066250 ID_32038
13996352 15 86079151 86079300 ID_32039
13996501 15 86101501 86101650 ID_32040
13997124 15 86194951 86195100 ID_32041
13997125 15 86195101 86195250 ID_32042
13997126 15 86195251 86195400 ID_32043
13997314 15 86223451 86223600 ID_32044
13997315 15 86223601 86223750 ID_32045
13997316 15 86223751 86223900 ID_32046
13997317 15 86223901 86224050 ID_32047
13997318 15 86224051 86224200 ID_32048
13997319 15 86224201 86224350 ID_32049
13997673 15 86277301 86277450 ID_32050
13997674 15 86277451 86277600 ID_32051
13997675 15 86277601 86277750 ID_32052
13997932 15 86316151 86316300 ID_32053
13997933 15 86316301 86316450 ID_32054
13997938 15 86317051 86317200 ID_32055
13997939 15 86317201 86317350 ID_32056
13999861 15 86605501 86605650 ID_32057
14000831 15 86751001 86751150 ID_32058
14000832 15 86751151 86751300 ID_32059
14001263 15 86815801 86815950 ID_32060
14001846 15 86903251 86903400 ID_32061
14001861 15 86905501 86905650 ID_32062
14001971 15 86922001 86922150 ID_32063
14002765 15 87041101 87041250 ID_32064
14004209 15 87257701 87257850 ID_32065
14004210 15 87257851 87258000 ID_32066
14004450 15 87293851 87294000 ID_32067
14004451 15 87294001 87294150 ID_32068
14004452 15 87294151 87294300 ID_32069
14004453 15 87294301 87294450 ID_32070
14004457 15 87294901 87295050 ID_32071
14004458 15 87295051 87295200 ID_32072
14004459 15 87295201 87295350 ID_32073
14004497 15 87300901 87301050 ID_32074
14005923 15 87514801 87514950 ID_32075
14005935 15 87516601 87516750 ID_32076
14005936 15 87516751 87516900 ID_32077
14006548 15 87608551 87608700 ID_32078
14006549 15 87608701 87608850 ID_32079
14011536 15 88356751 88356900 ID_32080
14011825 15 88400101 88400250 ID_32081
14011826 15 88400251 88400400 ID_32082
14011827 15 88400401 88400550 ID_32083
14013031 15 88581001 88581150 ID_32084
14013085 15 88589101 88589250 ID_32085
14013086 15 88589251 88589400 ID_32086
14013087 15 88589401 88589550 ID_32087
14013109 15 88592701 88592850 ID_32088
14013110 15 88592851 88593000 ID_32089
14013111 15 88593001 88593150 ID_32090
14013112 15 88593151 88593300 ID_32091
14013164 15 88600951 88601100 ID_32092
14014196 15 88755751 88755900 ID_32093
14014197 15 88755901 88756050 ID_32094
14014198 15 88756051 88756200 ID_32095
14014391 15 88785001 88785150 ID_32096
14014685 15 88829101 88829250 ID_32097
14014686 15 88829251 88829400 ID_32098
14015192 15 88905151 88905300 ID_32099
14015352 15 88929151 88929300 ID_32100
14015658 15 88975051 88975200 ID_32101
14015659 15 88975201 88975350 ID_32102
14015660 15 88975351 88975500 ID_32103
14015661 15 88975501 88975650 ID_32104
14015662 15 88975651 88975800 ID_32105
14015663 15 88975801 88975950 ID_32106
14015664 15 88975951 88976100 ID_32107
14015665 15 88976101 88976250 ID_32108
14015708 15 88982551 88982700 ID_32109
14015709 15 88982701 88982850 ID_32110
14015710 15 88982851 88983000 ID_32111
14015711 15 88983001 88983150 ID_32112
14016088 15 89039551 89039700 ID_32113
14016089 15 89039701 89039850 ID_32114
14016090 15 89039851 89040000 ID_32115
14016358 15 89080051 89080200 ID_32116
14016822 15 89149651 89149800 ID_32117
14016844 15 89152951 89153100 ID_32118
14016894 15 89160451 89160600 ID_32119
14016895 15 89160601 89160750 ID_32120
14016939 15 89167201 89167350 ID_32121
14016940 15 89167351 89167500 ID_32122
14016941 15 89167501 89167650 ID_32123
14016942 15 89167651 89167800 ID_32124
14017521 15 89254501 89254650 ID_32125
14017522 15 89254651 89254800 ID_32126
14018079 15 89338201 89338350 ID_32127
14018080 15 89338351 89338500 ID_32128
14018081 15 89338501 89338650 ID_32129
14018092 15 89340151 89340300 ID_32130
14019026 15 89480251 89480400 ID_32131
14019027 15 89480401 89480550 ID_32132
14019028 15 89480551 89480700 ID_32133
14019308 15 89522551 89522700 ID_32134
14019309 15 89522701 89522850 ID_32135
14019968 15 89621551 89621700 ID_32136
14019969 15 89621701 89621850 ID_32137
14019970 15 89621851 89622000 ID_32138
14020932 15 89766151 89766300 ID_32139
14021058 15 89785051 89785200 ID_32140
14021576 15 89862751 89862900 ID_32141
14022114 15 89943451 89943600 ID_32142
14022115 15 89943601 89943750 ID_32143
14022116 15 89943751 89943900 ID_32144
14022146 15 89948251 89948400 ID_32145
14022167 15 89951401 89951550 ID_32146
14023771 15 90192001 90192150 ID_32147
14026491 15 90600001 90600150 ID_32148
14026772 15 90642151 90642300 ID_32149
14026773 15 90642301 90642450 ID_32150
14026774 15 90642451 90642600 ID_32151
14026779 15 90643201 90643350 ID_32152
14027586 15 90764251 90764400 ID_32153
14027587 15 90764401 90764550 ID_32154
14027588 15 90764551 90764700 ID_32155
14027589 15 90764701 90764850 ID_32156
14027667 15 90776401 90776550 ID_32157
14027668 15 90776551 90776700 ID_32158
14027669 15 90776701 90776850 ID_32159
14028374 15 90882451 90882600 ID_32160
14028839 15 90952201 90952350 ID_32161
14028854 15 90954451 90954600 ID_32162
14029059 15 90985201 90985350 ID_32163
14029060 15 90985351 90985500 ID_32164
14029061 15 90985501 90985650 ID_32165
14031056 15 91284751 91284900 ID_32166
14031057 15 91284901 91285050 ID_32167
14031107 15 91292401 91292550 ID_32168
14031956 15 91419751 91419900 ID_32169
14031957 15 91419901 91420050 ID_32170
14031958 15 91420051 91420200 ID_32171
14031959 15 91420201 91420350 ID_32172
14031970 15 91421851 91422000 ID_32173
14031971 15 91422001 91422150 ID_32174
14033229 15 91610701 91610850 ID_32175
14033230 15 91610851 91611000 ID_32176
14033293 15 91620301 91620450 ID_32177
14033761 15 91690501 91690650 ID_32178
14034196 15 91755751 91755900 ID_32179
14034197 15 91755901 91756050 ID_32180
14035181 15 91903501 91903650 ID_32181
14035182 15 91903651 91903800 ID_32182
14035453 15 91944301 91944450 ID_32183
14035455 15 91944601 91944750 ID_32184
14037346 15 92228251 92228400 ID_32185
14037632 15 92271151 92271300 ID_32186
14037633 15 92271301 92271450 ID_32187
14037634 15 92271451 92271600 ID_32188
14037945 15 92318101 92318250 ID_32189
14038830 15 92450851 92451000 ID_32190
14038831 15 92451001 92451150 ID_32191
14038832 15 92451151 92451300 ID_32192
14038833 15 92451301 92451450 ID_32193
14038973 15 92472301 92472450 ID_32194
14038988 15 92474551 92474700 ID_32195
14038989 15 92474701 92474850 ID_32196
14038990 15 92474851 92475000 ID_32197
14039297 15 92520901 92521050 ID_32198
14039298 15 92521051 92521200 ID_32199
14039651 15 92574001 92574150 ID_32200
14040643 15 92722801 92722950 ID_32201
14040644 15 92722951 92723100 ID_32202
14040688 15 92729551 92729700 ID_32203
14040689 15 92729701 92729850 ID_32204
14040690 15 92729851 92730000 ID_32205
14040691 15 92730001 92730150 ID_32206
14040692 15 92730151 92730300 ID_32207
14040915 15 92763601 92763750 ID_32208
14040940 15 92767351 92767500 ID_32209
14040941 15 92767501 92767650 ID_32210
14043118 15 93094051 93094200 ID_32211
14044053 15 93234301 93234450 ID_32212
14044717 15 93333901 93334050 ID_32213
14044742 15 93337651 93337800 ID_32214
14044933 15 93366301 93366450 ID_32215
14045147 15 93398401 93398550 ID_32216
14045229 15 93410701 93410850 ID_32217
14045230 15 93410851 93411000 ID_32218
14045617 15 93468901 93469050 ID_32219
14045633 15 93471301 93471450 ID_32220
14045634 15 93471451 93471600 ID_32221
14045827 15 93500401 93500550 ID_32222
14045828 15 93500551 93500700 ID_32223
14045829 15 93500701 93500850 ID_32224
14045830 15 93500851 93501000 ID_32225
14046560 15 93610351 93610500 ID_32226
14046561 15 93610501 93610650 ID_32227
14046562 15 93610651 93610800 ID_32228
14047277 15 93717901 93718050 ID_32229
14047537 15 93756901 93757050 ID_32230
14047538 15 93757051 93757200 ID_32231
14047539 15 93757201 93757350 ID_32232
14049415 15 94038601 94038750 ID_32233
14049541 15 94057501 94057650 ID_32234
14049542 15 94057651 94057800 ID_32235
14049543 15 94057801 94057950 ID_32236
14049544 15 94057951 94058100 ID_32237
14049571 15 94062001 94062150 ID_32238
14049572 15 94062151 94062300 ID_32239
14050960 15 94270351 94270500 ID_32240
14051066 15 94286251 94286400 ID_32241
14051360 15 94330351 94330500 ID_32242
14051361 15 94330501 94330650 ID_32243
14051463 15 94345801 94345950 ID_32244
14052759 15 94540201 94540350 ID_32245
14052760 15 94540351 94540500 ID_32246
14052955 15 94569601 94569750 ID_32247
14053046 15 94583251 94583400 ID_32248
14053047 15 94583401 94583550 ID_32249
14053416 15 94638751 94638900 ID_32250
14053417 15 94638901 94639050 ID_32251
14053513 15 94653301 94653450 ID_32252
14053514 15 94653451 94653600 ID_32253
14054516 15 94803751 94803900 ID_32254
14056733 15 95136301 95136450 ID_32255
14056734 15 95136451 95136600 ID_32256
14056893 15 95160301 95160450 ID_32257
14057171 15 95202001 95202150 ID_32258
14060826 15 95750251 95750400 ID_32259
14061060 15 95785351 95785500 ID_32260
14061636 15 95871751 95871900 ID_32261
14061809 15 95897701 95897850 ID_32262
14062146 15 95948251 95948400 ID_32263
14062147 15 95948401 95948550 ID_32264
14062373 15 95982301 95982450 ID_32265
14062751 15 96039001 96039150 ID_32266
14062930 15 96065851 96066000 ID_32267
14063275 15 96117601 96117750 ID_32268
14063408 15 96137551 96137700 ID_32269
14063409 15 96137701 96137850 ID_32270
14063484 15 96148951 96149100 ID_32271
14063488 15 96149551 96149700 ID_32272
14064103 15 96241801 96241950 ID_32273
14064104 15 96241951 96242100 ID_32274
14064307 15 96272401 96272550 ID_32275
14064308 15 96272551 96272700 ID_32276
14064309 15 96272701 96272850 ID_32277
14064476 15 96297751 96297900 ID_32278
14065592 15 96465151 96465300 ID_32279
14065694 15 96480451 96480600 ID_32280
14065696 15 96480751 96480900 ID_32281
14066126 15 96545251 96545400 ID_32282
14066127 15 96545401 96545550 ID_32283
14066416 15 96588751 96588900 ID_32284
14066417 15 96588901 96589050 ID_32285
14066767 15 96641401 96641550 ID_32286
14067106 15 96692251 96692400 ID_32287
14067947 15 96818401 96818550 ID_32288
14068086 15 96839251 96839400 ID_32289
14068456 15 96894751 96894900 ID_32290
14068461 15 96895501 96895650 ID_32291
14068462 15 96895651 96895800 ID_32292
14068463 15 96895801 96895950 ID_32293
14068464 15 96895951 96896100 ID_32294
14068586 15 96914251 96914400 ID_32295
14068773 15 96942301 96942450 ID_32296
14068778 15 96943051 96943200 ID_32297
14068915 15 96963601 96963750 ID_32298
14069012 15 96978151 96978300 ID_32299
14069013 15 96978301 96978450 ID_32300
14069014 15 96978451 96978600 ID_32301
14069019 15 96979201 96979350 ID_32302
14069020 15 96979351 96979500 ID_32303
14069046 15 96983251 96983400 ID_32304
14069047 15 96983401 96983550 ID_32305
14069216 15 97008751 97008900 ID_32306
14069217 15 97008901 97009050 ID_32307
14069478 15 97048051 97048200 ID_32308
14069479 15 97048201 97048350 ID_32309
14069885 15 97109101 97109250 ID_32310
14069907 15 97112401 97112550 ID_32311
14070099 15 97141201 97141350 ID_32312
14070100 15 97141351 97141500 ID_32313
14070764 15 97240951 97241100 ID_32314
14070765 15 97241101 97241250 ID_32315
14070766 15 97241251 97241400 ID_32316
14070792 15 97245151 97245300 ID_32317
14070793 15 97245301 97245450 ID_32318
14070794 15 97245451 97245600 ID_32319
14071022 15 97279651 97279800 ID_32320
14071080 15 97288351 97288500 ID_32321
14071285 15 97319101 97319250 ID_32322
14071286 15 97319251 97319400 ID_32323
14071404 15 97336951 97337100 ID_32324
14071405 15 97337101 97337250 ID_32325
14072863 15 97555801 97555950 ID_32326
14072864 15 97555951 97556100 ID_32327
14072865 15 97556101 97556250 ID_32328
14072866 15 97556251 97556400 ID_32329
14073327 15 97625401 97625550 ID_32330
14073328 15 97625551 97625700 ID_32331
14073329 15 97625701 97625850 ID_32332
14073330 15 97625851 97626000 ID_32333
14073573 15 97662301 97662450 ID_32334
14073574 15 97662451 97662600 ID_32335
14073575 15 97662601 97662750 ID_32336
14073817 15 97698901 97699050 ID_32337
14074067 15 97736401 97736550 ID_32338
14074068 15 97736551 97736700 ID_32339
14074111 15 97743001 97743150 ID_32340
14074135 15 97746601 97746750 ID_32341
14075168 15 97901551 97901700 ID_32342
14075169 15 97901701 97901850 ID_32343
14075170 15 97901851 97902000 ID_32344
14075454 15 97944451 97944600 ID_32345
14075455 15 97944601 97944750 ID_32346
14075456 15 97944751 97944900 ID_32347
14075837 15 98001901 98002050 ID_32348
14076362 15 98080651 98080800 ID_32349
14076651 15 98124001 98124150 ID_32350
14078352 15 98379151 98379300 ID_32351
14078866 15 98456251 98456400 ID_32352
14078867 15 98456401 98456550 ID_32353
14079135 15 98496601 98496750 ID_32354
14079145 15 98498101 98498250 ID_32355
14079867 15 98606401 98606550 ID_32356
14079868 15 98606551 98606700 ID_32357
14079869 15 98606701 98606850 ID_32358
14079907 15 98612401 98612550 ID_32359
14079908 15 98612551 98612700 ID_32360
14079910 15 98612851 98613000 ID_32361
14079911 15 98613001 98613150 ID_32362
14080191 15 98655001 98655150 ID_32363
14080192 15 98655151 98655300 ID_32364
14080213 15 98658301 98658450 ID_32365
14080275 15 98667601 98667750 ID_32366
14081126 15 98795251 98795400 ID_32367
14081127 15 98795401 98795550 ID_32368
14081128 15 98795551 98795700 ID_32369
14081393 15 98835301 98835450 ID_32370
14081414 15 98838451 98838600 ID_32371
14081415 15 98838601 98838750 ID_32372
14081416 15 98838751 98838900 ID_32373
14081421 15 98839501 98839650 ID_32374
14081560 15 98860351 98860500 ID_32375
14081564 15 98860951 98861100 ID_32376
14082077 15 98937901 98938050 ID_32377
14082078 15 98938051 98938200 ID_32378
14082445 15 98993101 98993250 ID_32379
14083203 15 99106801 99106950 ID_32380
14083330 15 99125851 99126000 ID_32381
14083331 15 99126001 99126150 ID_32382
14083387 15 99134401 99134550 ID_32383
14083680 15 99178351 99178500 ID_32384
14084020 15 99229351 99229500 ID_32385
14084172 15 99252151 99252300 ID_32386
14084173 15 99252301 99252450 ID_32387
14084174 15 99252451 99252600 ID_32388
14084425 15 99290101 99290250 ID_32389
14085780 15 99493351 99493500 ID_32390
14086173 15 99552301 99552450 ID_32391
14086174 15 99552451 99552600 ID_32392
14086686 15 99629251 99629400 ID_32393
14086687 15 99629401 99629550 ID_32394
14086893 15 99660301 99660450 ID_32395
14087840 15 99802351 99802500 ID_32396
14088261 15 99865501 99865650 ID_32397
14088299 15 99871201 99871350 ID_32398
14088300 15 99871351 99871500 ID_32399
14088498 15 99901051 99901200 ID_32400
14088735 15 99936601 99936750 ID_32401
14088736 15 99936751 99936900 ID_32402
14089419 15 100039201 100039350 ID_32403
14090259 15 100165201 100165350 ID_32404
14090260 15 100165351 100165500 ID_32405
14090261 15 100165501 100165650 ID_32406
14090262 15 100165651 100165800 ID_32407
14090263 15 100165801 100165950 ID_32408
14090264 15 100165951 100166100 ID_32409
14090450 15 100193851 100194000 ID_32410
14091027 15 100280401 100280550 ID_32411
14091820 15 100399351 100399500 ID_32412
14091821 15 100399501 100399650 ID_32413
14091822 15 100399651 100399800 ID_32414
14091885 15 100409101 100409250 ID_32415
14091886 15 100409251 100409400 ID_32416
14092680 15 100528351 100528500 ID_32417
14093011 15 100578001 100578150 ID_32418
14093012 15 100578151 100578300 ID_32419
14093013 15 100578301 100578450 ID_32420
14093998 15 100726051 100726200 ID_32421
14093999 15 100726201 100726350 ID_32422
14094419 15 100789201 100789350 ID_32423
14094426 15 100790251 100790400 ID_32424
14094427 15 100790401 100790550 ID_32425
14094553 15 100809301 100809450 ID_32426
14094818 15 100849051 100849200 ID_32427
14094819 15 100849201 100849350 ID_32428
14094820 15 100849351 100849500 ID_32429
14094821 15 100849501 100849650 ID_32430
14094822 15 100849651 100849800 ID_32431
14094878 15 100858051 100858200 ID_32432
14095129 15 100895701 100895850 ID_32433
14095130 15 100895851 100896000 ID_32434
14095400 15 100936351 100936500 ID_32435
14095603 15 100966801 100966950 ID_32436
14095929 15 101015701 101015850 ID_32437
14095930 15 101015851 101016000 ID_32438
14095932 15 101016151 101016300 ID_32439
14096095 15 101040601 101040750 ID_32440
14097068 15 101186551 101186700 ID_32441
14097133 15 101196301 101196450 ID_32442
14097134 15 101196451 101196600 ID_32443
14097135 15 101196601 101196750 ID_32444
14097152 15 101199151 101199300 ID_32445
14097153 15 101199301 101199450 ID_32446
14097229 15 101210701 101210850 ID_32447
14097717 15 101283901 101284050 ID_32448
14097718 15 101284051 101284200 ID_32449
14097804 15 101296951 101297100 ID_32450
14098068 15 101336551 101336700 ID_32451
14098551 15 101409001 101409150 ID_32452
14098552 15 101409151 101409300 ID_32453
14099019 15 101479201 101479350 ID_32454
14099020 15 101479351 101479500 ID_32455
14099021 15 101479501 101479650 ID_32456
14099775 15 101592601 101592750 ID_32457
14101307 15 101822401 101822550 ID_32458
14102378 15 101983051 101983200 ID_32459
14102379 15 101983201 101983350 ID_32460
14102380 15 101983351 101983500 ID_32461
14102629 15 102020701 102020850 ID_32462
14103503 15 102151801 102151950 ID_32463
14103515 15 102153601 102153750 ID_32464
14103516 15 102153751 102153900 ID_32465
14103719 15 102184201 102184350 ID_32466
14104212 15 102258151 102258300 ID_32467
14104213 15 102258301 102258450 ID_32468
14104941 15 102367501 102367650 ID_32469
14105520 15 102454351 102454500 ID_32470
14106963 15 102670801 102670950 ID_32471
14107366 15 102731251 102731400 ID_32472
14107367 15 102731401 102731550 ID_32473
14107368 15 102731551 102731700 ID_32474
14107369 15 102731701 102731850 ID_32475
14108659 15 102925201 102925350 ID_32476
14108893 15 102960301 102960450 ID_32477
14109138 15 102997051 102997200 ID_32478
14109201 15 103006501 103006650 ID_32479
14109261 15 103015501 103015650 ID_32480
14109262 15 103015651 103015800 ID_32481
14109860 15 103105351 103105500 ID_32482
14110592 15 103215151 103215300 ID_32483
14110593 15 103215301 103215450 ID_32484
14111193 15 103305301 103305450 ID_32485
14112044 15 103432951 103433100 ID_32486
14112138 15 103447051 103447200 ID_32487
14113204 15 103606951 103607100 ID_32488
14113205 15 103607101 103607250 ID_32489
14113229 15 103610701 103610850 ID_32490
14113230 15 103610851 103611000 ID_32491
14113231 15 103611001 103611150 ID_32492
